,word,rankt,ranko
380,realidad,380,549
381,mas,381,306
382,buenos,382,308
383,déjame,383,375
384,encontrar,384,545
385,hiciste,385,434
386,fin,386,415
387,ninguna,387,459
388,ningún,388,402
389,suficiente,389,477
390,auto,390,266
391,sangre,391,465
392,necesita,392,446
393,noches,393,362
394,haya,394,458
395,arriba,395,324
396,escucha,396,414
397,llegar,397,383
398,cuándo,398,381
399,grande,399,378
400,llama,400,326
401,tierra,401,424
402,tomar,402,403
403,toma,403,316
404,equipo,404,394
405,debemos,405,481
406,listo,406,360
407,loco,407,299
408,bastante,408,537
409,punto,409,491
410,os,410,376
411,necesitamos,411,456
412,dices,412,361
413,cuatro,413,384
414,capitán,414,483
415,hago,415,364
416,pueda,416,505
417,venga,417,301
418,clase,418,473
419,misma,419,494
420,hubiera,420,449
421,pequeño,421,469
422,algunos,422,495
423,difícil,423,470
424,última,424,475
425,aunque,425,421
426,vete,426,319
427,quieren,427,323
428,doctor,428,516
429,primer,429,474
430,entrar,430,417
431,ud,431,289
432,deberías,432,556
433,vuelta,433,442
434,igual,434,380
435,cree,435,404
436,habla,436,305
437,pensar,437,490
438,atrás,438,389
439,fui,439,479
440,abajo,440,407
441,e,441,484
442,morir,442,455
443,cuerpo,443,546
444,dame,444,312
445,trabajar,445,429
446,muchos,446,405
447,teléfono,447,411
448,oportunidad,448,561
449,estabas,449,555
450,incluso,450,698
451,juego,451,503
452,mujeres,452,448
453,número,453,431
454,sra,454,608
455,posible,455,506
456,pregunta,456,480
457,meses,457,427
458,tenido,458,563
459,algunas,459,621
460,ok,460,478
461,exactamente,461,606
462,fuerte,462,489
463,podía,463,512
464,final,464,493
465,esté,465,571
466,conozco,466,412
467,coche,467,423
468,segundo,468,472
469,necesitas,469,518
470,sabemos,470,531
471,vivir,471,461
472,dar,472,391
473,puta,473,271
474,maldita,474,341
475,dr,475,605
476,unas,476,439
477,dime,477,438
478,culpa,478,551
479,pasando,479,525
480,hermana,480,508
481,fiesta,481,523
482,malo,482,498
483,hijos,483,422
484,arma,484,445
485,matar,485,367
486,haga,486,453
487,lista,487,539
488,eran,488,488
489,amo,489,570
490,diciendo,490,602
491,creer,491,500
492,fácil,492,510
493,hagas,493,452
494,comida,494,519
495,buscando,495,534
496,dicen,496,395
497,fueron,497,557
498,bebé,498,597
499,mayor,499,544
500,vino,500,462
501,saben,501,435
502,alto,502,450
503,ido,503,624
504,escuela,504,613
505,comer,505,457
506,trata,506,497
507,tuve,507,533
508,seguridad,508,526
509,pensando,509,576
510,única,510,661
511,demonios,511,578
512,hacen,512,447
513,tampoco,513,464
514,ello,514,803
515,chicas,515,637
516,podrías,516,714
517,john,517,554
518,medio,518,468
519,seguir,519,567
520,par,520,540
521,padres,521,642
522,maldito,522,348
523,sola,523,524
524,probablemente,524,829
525,sentido,525,598
526,joven,526,590
527,dólares,527,374
528,queda,528,466
529,seis,529,509
530,lejos,530,575
531,rey,531,921
532,jack,532,517
533,habitación,533,645
534,luz,534,501
535,diablos,535,397
536,estuvo,536,572
537,palabra,537,522
538,segura,538,715
539,vivo,539,485
540,esperar,540,584
541,plan,541,607
542,esperando,542,521
543,iré,543,587
544,estará,544,601
545,último,545,585
546,nuestras,546,631
547,recuerdo,547,564
548,verte,548,529
549,oficina,549,648
550,preocupes,550,527
551,dio,551,538
552,simplemente,552,867
553,pequeña,553,711
554,paz,554,535
555,idiota,555,558
556,ayudar,556,629
557,correcto,557,697
558,basta,558,437
559,estaban,559,643
560,tenga,560,560
561,paso,561,492
562,murió,562,596
563,acerca,563,710
564,fuego,564,548
565,oído,565,592
566,aqui,566,460
567,di,567,579
568,perdón,568,471
569,habría,569,705
570,cama,570,600
571,afuera,571,536
572,dormir,572,528
573,siendo,573,753
574,cuanto,574,547
575,peor,575,640
576,deberíamos,576,809
577,pueblo,577,419
578,agente,578,610
579,armas,579,430
580,presidente,580,451
581,además,581,514
582,digas,582,541
583,minuto,583,616
584,diga,584,499
585,país,585,408
586,sitio,586,638
587,orden,587,591
588,niña,588,588
589,llamar,589,586
590,anoche,590,762
591,lleva,591,515
592,cuarto,592,502
593,mucha,593,543
594,dado,594,622
595,piensa,595,659
596,hacemos,596,559
597,real,597,761
598,semanas,598,649
599,libro,599,650
600,falta,600,487
601,diez,601,589
602,perdido,602,692
603,calle,603,432
604,conseguir,604,846
605,entiendes,605,552
606,hospital,606,657
607,pienso,607,614
608,general,608,511
609,increíble,609,603
610,millones,610,443
611,especial,611,639
612,cual,612,683
613,srta,613,862
614,acaba,614,666
615,venido,615,626
616,cambio,616,594
617,perro,617,530
618,trato,618,623
619,información,619,675
620,grandes,620,635
621,cielo,621,573
622,prueba,622,687
623,llamado,623,658
624,preguntas,624,686
625,diré,625,615
626,resto,626,702
627,tuvo,627,720
628,llevar,628,612
629,éste,629,463
630,otras,630,703
631,control,631,699
632,mía,632,618
633,carajo,633,290
634,marido,634,752
635,queremos,635,632
636,detrás,636,646
637,habrá,637,574
638,buscar,638,611
639,libre,639,636
640,haría,640,764
641,extraño,641,744
642,jamás,642,582
643,café,643,520
644,conoces,644,580
645,piensas,645,712
646,llamada,646,769
647,vemos,647,562
648,viaje,648,604
649,cállate,649,504
650,hará,650,694
651,poner,651,673
652,irme,652,706
653,usar,653,790
654,empezar,654,796
655,suena,655,771
656,duro,656,721
657,jugar,657,653
658,perder,658,680
659,vuelve,659,660
660,palabras,660,725
661,perfecto,661,679
662,mala,662,628
663,señorita,663,664
664,música,664,420
665,demás,665,644
666,recuerdas,666,690
667,puesto,667,677
668,adónde,668,476
669,tratando,669,895
670,raro,670,717
671,quieras,671,630
672,querido,672,737
673,noticias,673,746
674,asesino,674,838
675,frente,675,670
676,querida,676,822
677,ropa,677,681
678,sucede,678,754
679,odio,679,760
680,trabajando,680,767
681,película,681,667
682,atención,682,647
683,mil,683,486
684,derecho,684,662
685,mensaje,685,784
686,estaré,686,797
687,podríamos,687,900
688,futuro,688,777
689,modo,689,786
690,encima,690,599
691,asunto,691,685
692,sam,692,696
693,lamento,693,755
694,boca,694,566
695,secreto,695,743
696,acabo,696,823
697,ay,697,332
698,seas,698,654
699,daño,699,865
700,dile,700,581
701,the,701,839
702,fuerza,702,776
703,haz,703,719
704,error,704,827
705,grupo,705,808
706,gusto,706,542
707,cambiar,707,800
708,decirle,708,820
709,sistema,709,757
710,deben,710,728
711,negro,711,569
712,disculpe,712,656
713,diferente,713,946
714,york,714,577
715,ayer,715,775
716,dejó,716,866
717,sueño,717,726
718,sino,718,678
719,nave,719,1607
720,siente,720,788
721,largo,721,739
722,decirte,722,781
723,hablas,723,568
724,sexo,724,955
725,estuve,725,763
726,amiga,726,863
727,encontrado,727,1039
728,divertido,728,968
729,verlo,729,722
730,siguiente,730,874
731,caballeros,731,633
732,baño,732,700
733,propia,733,911
734,viste,734,619
735,voz,735,782
736,dolor,736,928
737,supone,737,1117
738,pena,738,718
739,llamo,739,583
740,encontré,740,903
741,ambos,741,1067
742,tuyo,742,652
743,mente,743,997
744,creí,744,773
745,aire,745,735
746,ésta,746,565
747,quédate,747,671
748,fuiste,748,909
749,salvo,749,947
750,mató,750,833
751,médico,751,783
752,funciona,752,831
753,campo,753,879
754,novia,754,759
755,vio,755,836
756,compañía,756,791
757,pie,757,756
758,encanta,758,774
759,situación,759,704
760,entendido,760,741
761,oficial,761,695
762,mitad,762,812
763,sientes,763,890
764,tras,764,847
765,darle,765,835
766,personal,766,905
767,acá,767,298
768,ocurre,768,716
769,vuelto,769,927
770,pase,770,641
771,recuerda,771,843
772,tranquilo,772,532
773,estaría,773,937
774,estábamos,774,972
775,frank,775,634
776,pensaba,776,993
777,negocio,777,676
778,mire,778,627
779,línea,779,818
780,muchachos,780,609
781,charlie,781,813
782,eras,782,916
783,llegó,783,740
784,tenías,784,914
785,ganar,785,810
786,vámonos,786,507
787,conoce,787,733
788,llegado,788,861
789,hotel,789,663
790,haremos,790,807
791,edad,791,855
792,muchacho,792,689
793,michael,793,1322
794,io,794,436
795,muertos,795,742
796,propio,796,991
797,quiera,797,768
798,abogado,798,795
799,próxima,799,898
800,sentir,800,1027
801,traje,801,815
802,accidente,802,873
803,respuesta,803,953
804,maldición,804,708
805,asesinato,805,1057
806,estúpido,806,804
807,mejores,807,868
808,caja,808,811
809,vista,809,745
810,imposible,810,844
811,blanco,811,655
812,foto,812,859
813,cita,813,1041
814,pagar,814,701
815,quisiera,815,691
816,placer,816,727
817,terminado,817,1082
818,pobre,818,780
819,pudo,819,1010
820,asi,820,789
821,loca,821,931
822,barco,822,595
823,siete,823,787
824,pelo,824,830
825,vive,825,747
826,tonto,826,794
827,alrededor,827,1046
828,david,828,665
829,través,829,1129
830,hambre,830,792
831,uh,831,1445
832,dijeron,832,801
833,centro,833,849
834,gustan,834,731
835,avión,835,625
836,sal,836,709
837,pude,837,980
838,sol,838,805
839,cena,839,990
840,dan,840,814
841,joe,841,749
842,acabó,842,672
843,sean,843,975
844,mesa,844,845
845,ellas,845,1035
846,normal,846,888
847,tom,847,989
848,espere,848,734
849,mes,849,840
850,hubo,850,819
851,pruebas,851,1115
852,bonito,852,751
853,completamente,853,1142
854,servicio,854,825
855,ataque,855,1054
856,ejército,856,878
857,culo,857,668
858,hicieron,858,886
859,george,859,1104
860,hermosa,860,802
861,relación,861,1191
862,dirección,862,906
863,comprar,863,778
864,tengas,864,917
865,hazlo,865,875
866,tendrá,866,920
867,entra,867,834
868,tienda,868,945
869,tendrás,869,884
870,gobierno,870,593
871,decirme,871,929
872,temo,872,1155
873,cualquiera,873,961
874,ley,874,842
875,estés,875,1063
876,programa,876,1029
877,miren,877,806
878,veras,878,620
879,llevo,879,669
880,totalmente,880,1096
881,necesario,881,860
882,decisión,882,1076
883,siéntate,883,748
884,prometo,884,999
885,montón,885,1121
886,mike,886,1073
887,profesor,887,949
888,carta,888,943
889,muerta,889,1071
890,suelo,890,901
891,peter,891,1778
892,señal,892,932
893,silencio,893,899
894,reunión,894,1260
895,cumpleaños,895,1110
896,interesante,896,965
897,cámara,897,872
898,vosotros,898,1044
899,salió,899,857
900,sala,900,1221
901,gracioso,901,902
902,esposo,902,1026
903,novio,903,1021
904,juro,904,852
905,hacía,905,912
906,contacto,906,1003
907,ocho,907,939
908,ten,908,907
909,dejado,909,983
910,adentro,910,750
911,peligro,911,941
912,terminar,912,1066
913,teniente,913,1011
914,das,914,723
915,segundos,915,824
916,fotos,916,930
917,tipos,917,693
918,terrible,918,1169
919,misión,919,1024
920,disculpa,920,1005
921,tren,921,766
922,vine,922,856
923,cárcel,923,688
924,horrible,924,1302
925,regalo,925,1000
926,anda,926,513
927,maestro,927,1318
928,permiso,928,736
929,querías,929,1075
930,dale,930,553
931,i,931,913
932,listos,932,897
933,detective,933,1152
934,vayas,934,904
935,honor,935,1174
936,universidad,936,1099
937,escuchar,937,1180
938,negocios,938,871
939,abre,939,707
940,llamó,940,969
941,pudiera,941,1181
942,piso,942,765
943,partes,943,936
944,baja,944,826
945,diría,945,1014
946,verdadero,946,1038
947,media,947,892
948,decía,948,841
949,broma,949,964
950,amable,950,1135
951,carrera,951,982
952,basura,952,877
953,regresar,953,910
954,derecha,954,837
955,aun,955,1077
956,prisa,956,891
957,llamas,957,848
958,sale,958,729
959,locura,959,951
960,intentando,960,1892
961,boda,961,1236
962,investigación,962,1219
963,tuya,963,935
964,alma,964,963
965,perra,965,684
966,navidad,966,1009
967,dulce,967,1131
968,edificio,968,922
969,canción,969,1143
970,encontramos,970,1193
971,junto,971,979
972,izquierda,972,799
973,libertad,973,817
974,harry,974,1486
975,club,975,1017
976,saberlo,976,1080
977,tendremos,977,984
978,tendré,978,1097
979,vienen,979,821
980,embargo,980,1291
981,espacio,981,1137
982,capaz,982,1251
983,papel,983,1034
984,norte,984,887
985,deseo,985,1033
986,mantener,986,1366
987,infierno,987,1078
988,lindo,988,883
989,oro,989,713
990,principio,990,1059
991,abuela,991,1090
992,departamento,992,1019
993,ninguno,993,1128
994,cerebro,994,1183
995,vidas,995,1151
996,alegro,996,973
997,encuentra,997,1083
998,hablo,998,779
999,esperaba,999,1116
1000,busca,1000,850
1001,energía,1001,1350
1002,según,1002,1006
1003,ante,1003,1061
1004,doy,1004,732
1005,mirando,1005,988
1006,podrían,1006,1393
1007,cuántos,1007,896
1008,ése,1008,738
1009,intento,1009,1239
1010,segunda,1010,1064
1011,crimen,1011,1196
1012,salvar,1012,1510
1013,sucedió,1013,1284
1014,conocido,1014,1023
1015,pies,1015,948
1016,reina,1016,1408
1017,irnos,1017,1001
1018,creen,1018,954
1019,hicimos,1019,1079
1020,drogas,1020,934
1021,destino,1021,1231
1022,consejo,1022,1489
1023,maravilloso,1023,1072
1024,ayudarte,1024,1252
1025,puedas,1025,1290
1026,viendo,1026,986
1027,sabías,1027,1106
1028,trasero,1028,926
1029,sorpresa,1029,950
1030,rato,1030,960
1031,carne,1031,998
1032,coronel,1032,881
1033,posición,1033,1081
1034,linda,1034,962
1035,mayoría,1035,1235
1036,harás,1036,1052
1037,daré,1037,925
1038,delante,1038,1025
1039,hermoso,1039,971
1040,enseguida,1040,851
1041,oír,1041,923
1042,existe,1042,1028
1043,base,1043,915
1044,escúchame,1044,918
1045,james,1045,1032
1046,planeta,1046,1278
1047,trae,1047,870
1048,ben,1048,1125
1049,deje,1049,966
1050,iglesia,1050,889
1051,cargo,1051,1068
1052,creía,1052,1153
1053,ocurrió,1053,1118
1054,prisión,1054,1157
1055,abuelo,1055,864
1056,trabaja,1056,919
1057,inteligente,1057,1299
1058,triste,1058,1002
1059,sacar,1059,933
1060,salud,1060,858
1061,humano,1061,1185
1062,director,1062,1189
1063,pelea,1063,1226
1064,corre,1064,938
1065,peligroso,1065,1048
1066,simple,1066,1216
1067,sargento,1067,985
1068,caballo,1068,772
1069,veré,1069,1207
1070,frío,1070,1031
1071,paul,1071,1056
1072,mar,1072,908
1073,regreso,1073,1042
1074,excelente,1074,1105
1075,apenas,1075,1329
1076,pregunto,1076,1287
1077,llave,1077,1085
1078,pensado,1078,1194
1079,conocer,1079,1144
1080,entender,1080,1167
1081,matrimonio,1081,1710
1082,zona,1082,957
1083,pone,1083,974
1084,luna,1084,1208
1085,duda,1085,1204
1086,llega,1086,828
1087,escena,1087,1243
1088,verás,1088,959
1089,corte,1089,1305
1090,hablamos,1090,978
1091,don,1091,496
1092,vieja,1092,1018
1093,necesitan,1093,1158
1094,órdenes,1094,958
1095,joder,1095,651
1096,puso,1096,1132
1097,vestido,1097,1238
1098,compañero,1098,981
1099,opinión,1099,1276
1100,banco,1100,758
1101,vuelva,1101,1043
1102,bar,1102,1165
1103,finalmente,1103,1617
1104,quise,1104,1101
1105,podamos,1105,1503
1106,calma,1106,876
1107,ia,1107,550
1108,llevó,1108,1214
1109,causa,1109,1279
1110,equivocado,1110,1200
1111,público,1111,1136
1112,cerveza,1112,1109
1113,parecía,1113,1327
1114,cocina,1114,1130
1115,temprano,1115,1107
1116,viva,1116,995
1117,tendría,1117,1274
1118,mirar,1118,1161
1119,irse,1119,1108
1120,beber,1120,1127
1121,jesús,1121,880
1122,estuviera,1122,1464
1123,apuesto,1123,1280
1124,cielos,1124,1173
1125,cambiado,1125,1288
1126,hogar,1126,1389
1127,iremos,1127,1012
1128,radio,1128,940
1129,nena,1129,816
1130,excepto,1130,1559
1131,san,1131,770
1132,cenar,1132,1182
1133,henry,1133,1413
1134,agradable,1134,1474
1135,miles,1135,1240
1136,caliente,1136,1179
1137,víctima,1137,2104
1138,ventana,1138,1013
1139,veamos,1139,1113
1140,confiar,1140,1383
1141,respeto,1141,1049
1142,encontró,1142,1468
1143,tía,1143,1004
1144,uds,1144,793
1145,bonita,1145,944
1146,sur,1146,893
1147,salida,1147,1103
1148,lee,1148,1412
1149,encuentro,1149,1154
1150,comandante,1150,1232
1151,baile,1151,1469
1152,tema,1152,1262
1153,volveré,1153,1188
1154,unidos,1154,832
1155,vienes,1155,1055
1156,bienvenido,1156,1112
1157,santo,1157,885
1158,diablo,1158,853
1159,juicio,1159,1263
1160,vayan,1160,976
1161,pistola,1161,674
1162,nivel,1162,1271
1163,especie,1163,1387
1164,dejes,1164,1213
1165,hablado,1165,1325
1166,estación,1166,1176
1167,espalda,1167,1362
1168,bomba,1168,1369
1169,diferencia,1169,1343
1170,sigues,1170,1094
1171,oí,1171,1092
1172,solía,1172,1723
1173,porqué,1173,1272
1174,bill,1174,1662
1175,leer,1175,1088
1176,dejé,1176,1225
1177,debajo,1177,1192
1178,humanos,1178,1678
1179,reglas,1179,1266
1180,ojalá,1180,1149
1181,últimos,1181,1451
1182,seré,1182,1339
1183,ojo,1183,1060
1184,parar,1184,1363
1185,teníamos,1185,1374
1186,té,1186,1989
1187,fbi,1187,1234
1188,jim,1188,1242
1189,formas,1189,1565
1190,hermanos,1190,1047
1191,fondo,1191,992
1192,respecto,1192,1511
1193,darte,1193,1257
1194,jimmy,1194,1008
1195,sueños,1195,1309
1196,estarás,1196,1306
1197,cliente,1197,1539
1198,verme,1198,1230
1199,partido,1199,1111
1200,bob,1200,1198
1201,ocupado,1201,1324
1202,serán,1202,1392
1203,sepa,1203,1227
1204,pedir,1204,1138
1205,enfermo,1205,1277
1206,lleno,1206,1250
1207,azul,1207,1202
1208,vuelo,1208,996
1209,darme,1209,1206
1210,guardia,1210,1164
1211,isla,1211,1016
1212,esperen,1212,1098
1213,pidió,1213,1314
1214,éxito,1214,1448
1215,matado,1215,1114
1216,hayas,1216,1418
1217,max,1217,956
1218,libros,1218,1264
1219,tenían,1219,1307
1220,hacerte,1220,1406
1221,enemigo,1221,1394
1222,imbécil,1222,924
1223,escribir,1223,1162
1224,veremos,1224,1228
1225,máquina,1225,1209
1226,duele,1226,1186
1227,precio,1227,1074
1228,rojo,1228,1300
1229,alta,1229,1349
1230,esperanza,1230,1396
1231,color,1231,1333
1232,habían,1232,1248
1233,mary,1233,1748
1234,alegra,1234,1423
1235,estrella,1235,1303
1236,río,1236,730
1237,ejemplo,1237,1053
1238,volvió,1238,1483
1239,tony,1239,1040
1240,hagan,1240,1148
1241,bolsa,1241,1058
1242,majestad,1242,1619
1243,necesitaba,1243,1517
1244,nueve,1244,1229
1245,llevas,1245,1089
1246,llaman,1246,970
1247,parecer,1247,1683
1248,paciente,1248,2566
1249,irte,1249,1439
1250,objetivo,1250,1321
1251,aprender,1251,1335
1252,abrir,1252,1249
1253,decirlo,1253,1651
1254,you,1254,1062
1255,estados,1255,854
1256,verla,1256,1285
1257,batalla,1257,1782
1258,pista,1258,1197
1259,tratar,1259,1370
1260,zapatos,1260,1419
1261,tí,1261,1763
1262,empieza,1262,1100
1263,bromeando,1263,1195
1264,estaremos,1264,1425
1265,ei,1265,617
1266,londres,1266,1351
1267,debido,1267,1595
1268,jugando,1268,1286
1269,despierta,1269,1490
1270,usa,1270,1311
1271,próximo,1271,1440
1272,principal,1272,1463
1273,tuvimos,1273,1424
1274,perdí,1274,1435
1275,informe,1275,1655
1276,metros,1276,1119
1277,llamaré,1277,1334
1278,completo,1278,1506
1279,experiencia,1279,1323
1280,sigo,1280,1294
1281,mentira,1281,1139
1282,cierra,1282,1007
1283,ganas,1283,994
1284,acción,1284,1233
1285,anillo,1285,1976
1286,podido,1286,1395
1287,molesta,1287,1296
1288,bailar,1288,1069
1289,vea,1289,1166
1290,dejaré,1290,1579
1291,tocar,1291,1356
1292,vistazo,1292,1813
1293,serás,1293,1485
1294,pareces,1294,1368
1295,opción,1295,1744
1296,entrada,1296,1328
1297,valor,1297,1267
1298,cuestión,1298,1461
1299,conocí,1299,1282
1300,luces,1300,1298
1301,acaso,1301,1373
1302,alex,1302,1134
1303,común,1303,1402
1304,culpable,1304,1536
1305,fantástico,1305,1146
1306,llegue,1306,1253
1307,modos,1307,1688
1308,preocupa,1308,1528
1309,obra,1309,1217
1310,nick,1310,1756
1311,tomó,1311,1819
1312,empezó,1312,1203
1313,brazo,1313,1513
1314,contar,1314,1147
1315,código,1315,1237
1316,traer,1316,1405
1317,suyo,1317,1133
1318,vuelvo,1318,1102
1319,evitar,1319,1915
1320,tome,1320,1218
1321,golpe,1321,1178
1322,exacto,1322,1258
1323,nota,1323,1205
1324,quedar,1324,1045
1325,cuello,1325,1566
1326,bosque,1326,1934
1327,marcha,1327,1268
1328,quedan,1328,1156
1329,probar,1329,1444
1330,cartas,1330,1171
1331,quedarme,1331,1497
1332,escapar,1332,1379
1333,entiende,1333,1051
1334,debía,1334,1543
1335,hacerle,1335,1590
1336,apartamento,1336,1726
1337,doble,1337,1316
1338,acabado,1338,1625
1339,ayudarme,1339,1735
1340,pido,1340,1126
1341,blanca,1341,1030
1342,ayúdame,1342,1320
1343,arte,1343,1558
1344,detente,1344,1542
