sentence,count
Mag ik?,9713
Pas op.,9688
"Nee, hoor.",9624
En nu?,9578
"O, nee.",9541
Stap in.,9498
Over.,9496
"Ja, dat klopt.",9446
Wat doe je nou?,9441
Doei.,9436
Waarheen?,9388
Maakt niet uit.,9384
Momentje.,9341
Yeah.,9333
Zeg het maar.,9274
Ik denk het niet.,9261
Natuurlijk wel.,9245
Godverdomme.,9238
Hoe gaat het met je?,9227
Ben je klaar?,9161
Ik heb geen idee.,9125
Weg.,9065
Niet schieten.,9054
Wow.,9044
Het komt goed.,9021
Kijk eens.,9016
Geen zorgen.,8999
Waar gaan we heen?,8997
"Oh, God.",8997
Hoe voel je je?,8983
Toe nou.,8910
Uitstekend.,8901
Wie is dit?,8868
OK.,8848
Wie ben je?,8830
Geef hier.,8784
Ik weet niet.,8768
Gaat het wel?,8763
Ik snap het niet.,8701
Goed idee.,8686
Fijn.,8678
Welkom.,8651
Vader.,8648
Drie.,8615
Werkelijk?,8487
Ik heb het.,8454
Ik bedoel...,8443
Is dat alles?,8443
Okay.,8417
Sam.,8377
Ik ben in orde.,8253
Nu meteen.,8233
Mevrouw.,8217
Ik ga.,8216
Niet meer.,8204
Aan de kant.,8144
Geeft niet.,8123
Te gek.,8069
"Ja, mevrouw.",8060
Een beetje.,8042
Jack.,8034
Hou vol.,8027
Cool.,8006
Afgesproken.,8000
Dat beloof ik.,7978
Is alles in orde?,7974
We moeten hier weg.,7954
Pa.,7940
Ik wist het.,7934
Ah!,7890
Welnee.,7812
Veel plezier.,7723
Alles komt goed.,7704
Snap je?,7688
Weet je dat zeker?,7682
Wat heb je?,7641
Wat bedoel je daarmee?,7635
Ben je gek geworden?,7634
Ik heb hem.,7610
Wauw.,7522
Wie bent u?,7519
Handen omhoog.,7507
Niet slecht.,7490
Wel...,7476
Je had gelijk.,7455
Ik denk het wel.,7444
Hou je vast.,7438
Geloof me.,7421
John.,7420
Doe open.,7420
Dat weet je.,7402
Jezus Christus.,7400
Hoe is het?,7382
"Nee, meneer.",7373
Kijk maar.,7360
Alleen.,7336
Ik kan niet.,7321
Hij heeft gelijk.,7317
Hierheen.,7315
Blijf van me af.,7275
Kijk eens aan.,7270
Waar zijn ze?,7267
Eindelijk.,7267
Dat hoeft niet.,7267
Het is...,7253
Dood.,7234
Ik beloof het.,7230
Dat doe ik niet.,7226
Kom nou.,7212
Begrijp je dat?,7200
We moeten praten.,7195
Onmogelijk.,7191
Je ziet er goed uit.,7141
Interessant.,7105
Het geeft niet.,7092
Daar ben je.,7063
O nee.,7023
Je bent gek.,7020
Excuseer.,7008
Waar ga je naartoe?,7005
Absoluut niet.,7004
Allemaal.,7004
Waar is het?,6971
Toch wel.,6944
Wat zei hij?,6917
Het gaat wel.,6900
Wakker worden.,6886
Waar ben je mee bezig?,6875
Alles goed met je?,6832
Ik heb je.,6828
Altijd.,6820
"Nee, wacht.",6820
Ik zweer het.,6780
Zoals?,6775
Is alles goed?,6750
Hoor je dat?,6743
Wie is het?,6727
Hier is het.,6706
Idioot.,6689
Ik moet weg.,6685
Dit.,6646
"Ja, ik weet het.",6643
Huh?,6633
Sneller.,6630
Wat krijgen we nou?,6617
Sir.,6605
Blijf daar.,6588
Weet je nog?,6560
Heren.,6528
Hmm.,6521
Moeder.,6508
Lieverd.,6489
Ga naar huis.,6465
"Ja, inderdaad.",6448
Pak aan.,6431
Bijna.,6429
Dat is onmogelijk.,6412
Godzijdank.,6384
Dat doe ik.,6375
Ja hoor.,6356
Waar was je?,6338
Duidelijk?,6336
Volgende.,6327
Nog een keer.,6324
Uiteraard.,6317
Kapitein.,6291
Veilig.,6290
He.,6283
Hij is weg.,6275
Denk je?,6274
Dat dacht ik al.,6264
Ik weet 't.,6262
We zijn er.,6258
Heel erg bedankt.,6249
Begrijp je?,6248
Wat is hier aan de hand?,6239
Niet nu.,6231
Misschien wel.,6224
Dat is het niet.,6223
Ik ben bang.,6221
Let op.,6212
Tot straks.,6208
Je liegt.,6181
Ben je er klaar voor?,6173
"O, mijn god.",6156
Hij...,6153
Lekker.,6140
Wacht hier.,6104
Binnen.,6102
Waar zijn we?,6082
Dat is mooi.,6077
Charlie.,6065
Ik hou ook van jou.,6064
Laat me gaan.,6053
Wat is het probleem?,6047
Dat begrijp ik.,6019
Zwijg.,6018
Ik heb een idee.,6018
Is er iets?,5986
Jammer.,5975
"O, mijn God.",5969
Lieve hemel.,5964
In orde.,5962
Daar is ze.,5935
Vergeet het maar.,5935
Draai je om.,5912
Dat was het.,5909
Weet ik veel.,5897
Neen.,5885
Oh ja?,5884
Opzij.,5851
Ik denk het.,5851
Dat is hem.,5843
Stilte.,5841
Zoiets.,5821
Ga verder.,5803
Kom maar op.,5799
Wat is er mis?,5782
Met mij.,5777
Val dood.,5770
"Kom, we gaan.",5768
Rijden.,5736
"Ja, dat weet ik.",5734
Schat.,5729
Stop ermee.,5724
Dat wist ik niet.,5700
Hi.,5687
Waarom doe je dit?,5683
Laat los.,5682
Wat doen we nu?,5670
Op de grond.,5661
Nou en of.,5642
Hoe laat is het?,5640
Beloofd.,5619
Ongelofelijk.,5615
Frank.,5573
Klinkt goed.,5570
Jij niet.,5547
"Nee, dat is het niet.",5540
Leuk je te ontmoeten.,5522
Wie was dat?,5512
Waar ben ik?,5502
Uit de weg.,5500
Best.,5496
Pak hem.,5494
Goedenacht.,5472
Geef antwoord.,5470
Vergeet het.,5457
Wat vind je ervan?,5438
Halt.,5438
Dat is zo.,5427
Grapje.,5425
Zie je dat?,5417
Gaaf.,5417
Wat moeten we doen?,5390
Zeg het.,5379
Ga terug.,5362
Goed werk.,5352
Dat is...,5349
Vertrouw me.,5341
Ik heb je hulp nodig.,5340
Welke?,5326
Doe maar.,5320
Niks aan de hand.,5316
Het is waar.,5311
David.,5310
Meer niet.,5304
Dokter.,5301
Heerlijk.,5298
"Kom op, man.",5291
Raak me niet aan.,5290
Voor jou.,5290
Tot morgen.,5274
Doe het niet.,5266
Iedereen.,5263
Ik kan het niet geloven.,5251
Ik ben...,5249
Wat gebeurde er?,5237
Nietwaar?,5235
Of niet.,5229
Akkoord.,5228
Naar binnen.,5225
Ga liggen.,5220
Reken maar.,5219
Dat gaat niet.,5203
Ik ben klaar.,5190
Je begrijpt het niet.,5173
Geen beweging.,5168
Opstaan.,5164
Nee hoor.,5150
Dat zal ik doen.,5149
Je weet wel.,5140
Wat heb ik gedaan?,5109
Vanavond.,5103
Wat denk jij?,5094
Daar zijn ze.,5082
Michael.,5081
Eén.,5066
Alweer?,5033
Te laat.,5026
Allemachtig.,5014
Ik hoop het.,4983
Wat gaan we doen?,4970
We zijn er bijna.,4967
Gaat 't?,4953
Klopt dat?,4951
Volg mij.,4948
Ik luister.,4946
"Nee, natuurlijk niet.",4938
Alles oké?,4921
Wie weet?,4919
Hij is hier.,4862
Laat me raden.,4852
Vier.,4843
Voor mij?,4832
Oké dan.,4830
Krijg nou wat.,4816
Ze is dood.,4804
Vreemd.,4801
Peter.,4800
Hoe gaat ie?,4788
Wat maakt het uit?,4783
Dat denk ik niet.,4766
Maak dat je wegkomt.,4746
Dit is belachelijk.,4741
Vijf.,4741
Gelukkig.,4741
Dit is het.,4734
Mijn hemel.,4723
Het maakt niet uit.,4716
En toen?,4708
Hoe gaat 't?,4707
Het gaat goed.,4706
Doorlopen.,4706
Zag je dat?,4703
Verrassing.,4687
Alex.,4679
Gaan.,4670
Daar is het.,4667
Zeg dat wel.,4664
Moet je zien.,4659
Dat is genoeg.,4657
Wacht eens.,4637
"Nee, ik...",4636
Veel geluk.,4634
"Ja, prima.",4625
Ga van me af.,4623
Geen dank.,4620
FBI.,4618
Alles is in orde.,4608
Koffie?,4603
Het is prachtig.,4591
"Nee, nog niet.",4583
Bukken.,4580
Wie is hij?,4579
Iemand?,4572
Schatje.,4557
Terug.,4551
Excuseer mij.,4549
Harry.,4548
Vlug.,4539
Ik doe het wel.,4536
Wij?,4526
Ik kom.,4505
Weet je waarom?,4503
Ik ga wel.,4503
Heb je honger?,4502
Is daar iemand?,4498
Nu wel.,4487
Laat eens zien.,4481
Grappig.,4475
Zal ik doen.,4475
Gelul.,4474
Tot later.,4473
Ken je hem?,4468
Ik weet niet waar je het over hebt.,4460
Met wie spreek ik?,4450
Leugenaar.,4449
Wat doen jullie hier?,4446
"Kom op, jongens.",4440
Ik denk van wel.,4440
En dat is?,4435
Geen sprake van.,4431
Het werkt.,4421
Bingo.,4421
ja.,4419
Okee.,4417
Laat hem gaan.,4415
"Nee, niet echt.",4415
Word wakker.,4413
Stoppen.,4412
Vertel.,4411
Maak je niet druk.,4411
Hoe ging het?,4401
Bravo.,4399
Ik ga mee.,4391
Ik hou van jou.,4389
"O, god.",4387
Wie zijn jullie?,4383
Zullen we?,4383
Dat is niet nodig.,4382
Tot kijk.,4382
Tom.,4373
Wat dan ook.,4366
Kan ik je helpen?,4366
"Oh, mijn god.",4359
Ik heb honger.,4359
Zo is het genoeg.,4357
Kom eens hier.,4351
Vreselijk.,4333
Laat maar zitten.,4331
Heel mooi.,4331
Wat nou?,4331
Ik red me wel.,4328
Is dat het?,4325
Vergeef me.,4325
Sarah.,4304
Wees niet bang.,4304
Dankjewel.,4304
"Nee, helemaal niet.",4299
Ga nu.,4297
Meen je dat nou?,4294
Laat vallen.,4279
Waarom zou ik?,4279
Waar kom je vandaan?,4262
Mike.,4253
Ga je mee?,4252
Ik ga met je mee.,4246
Ik kom zo.,4239
Jeetje.,4239
"Ja, oké.",4204
Waarom ben je hier?,4202
"Nee, dank u.",4190
Fuck.,4187
Hou je bek.,4187
Ik doe mee.,4181
Donder op.,4176
Wat scheelt er?,4173
Begrijp je me?,4167
Stop daarmee.,4166
Niet veel.,4166
Je meent het.,4165
Wat gebeurt hier?,4150
We hebben een probleem.,4147
Belachelijk.,4147
Dat wil ik niet.,4145
"Ja, ik ook.",4142
George.,4142
Liggen.,4138
Ik ook van jou.,4131
Wat doen jullie?,4128
Ze heeft gelijk.,4128
Dat geeft niet.,4128
"Eén, twee, drie.",4119
Laat haar gaan.,4116
Mag ik binnenkomen?,4103
Dat ben ik niet.,4101
Ik ben er.,4082
Echt wel.,4074
Soms.,4072
Dat weet je niet.,4068
Hoe weet jij dat?,4065
Dat zal wel.,4062
Doe iets.,4062
Doe de deur open.,4057
Water.,4053
Wat zie je?,4050
Zeg dat niet.,4020
Het spijt me echt.,4010
Beter.,4001
Ik haat je.,3997
Baas.,3995
Hoe kan dat?,3993
Mij?,3992
Wel waar.,3985
Wat hebben we hier?,3978
Ben.,3977
"Nee, niet doen.",3974
Wat doet hij?,3971
Laat hem met rust.,3969
Wie dan?,3968
Wat wil je dat ik doe?,3966
Ik geloof je niet.,3959
Kan ik je even spreken?,3959
We zijn klaar.,3958
Waarom ik?,3957
Waar heb je 't over?,3954
Aan de slag.,3953
Deze?,3953
Waar ben je geweest?,3947
Waarmee?,3935
Is dat duidelijk?,3931
Zoals wat?,3921
Laat mij maar.,3919
Gaat u zitten.,3916
Dat is belachelijk.,3910
Kijk nou.,3908
Kom maar mee.,3907
Dit is geweldig.,3900
Ik kom er aan.,3897
We moeten weg.,3886
"Ja, maar...",3886
Ben je oké?,3886
Luister goed.,3886
"Oké, goed.",3884
Veel succes.,3881
Dat...,3876
"Oké, oké.",3868
"Wacht, wacht.",3866
Misschien niet.,3866
Jij wel?,3860
Dat is beter.,3847
Ms.,3842
Hou vast.,3840
Hier gaan we.,3839
Heb je even?,3839
"O, God.",3837
Goedemiddag.,3835
Wat kan ik voor je doen?,3833
Kalm aan.,3830
Het is tijd.,3824
Welkom terug.,3824
Oh mijn God.,3824
Terugtrekken.,3823
Vaarwel.,3808
Laat zien.,3807
We zullen zien.,3807
Vast wel.,3805
"Ja, graag.",3800
Is dat waar?,3788
"Oh, shit.",3787
Eens kijken.,3783
Ik heb je gemist.,3783
Laat me eruit.,3782
Krijg de klere.,3780
Ik ben oké.,3779
Maar waarom?,3770
Van wie?,3762
Dat is niet eerlijk.,3761
Toe dan.,3758
Hou toch op.,3755
Denk je dat?,3755
Kinderen.,3754
Kut.,3753
Ik doe het.,3752
Helemaal niets.,3743
"Nee, alsjeblieft.",3742
Haast je.,3742
Geld.,3741
Niet goed.,3739
Insgelijks.,3739
Jane.,3736
Ik wil naar huis.,3735
Max.,3733
Niet nodig.,3728
Allebei.,3723
Voor wat?,3720
Kijk dan.,3720
Wat wil je van me?,3714
Indrukwekkend.,3690
We?,3689
Goedendag.,3687
"Hé, jongens.",3683
En ik?,3678
Kijk hier eens naar.,3660
Hoe dan ook.,3658
Waarom zeg je dat?,3656
Met wie?,3651
Op je knieën.,3641
Super.,3634
Ik heb je nodig.,3633
Oh nee.,3631
Nu niet meer.,3630
Later.,3623
Wat kan ik voor u doen?,3616
Schitterend.,3612
Wat doen we?,3603
Jij en ik.,3593
Bezwaar.,3591
Daar gaat ie.,3590
Zeg op.,3589
Joe.,3589
Hoe durf je?,3583
Je kunt het.,3583
Hoe heet hij?,3582
Je maakt een grapje.,3569
Zoek dekking.,3554
Paul.,3539
Moet je kijken.,3537
De waarheid.,3533
Alles is goed.,3531
Eikel.,3526
Ik weet niet wat ik moet zeggen.,3525
Dat maakt niet uit.,3516
Ik ga naar huis.,3509
Hoe maakt u het?,3503
Bel me.,3498
Wie zegt dat?,3497
Het is te laat.,3494
Kom op nou.,3494
Henry.,3493
"Ja, goed.",3487
Toe.,3483
Het was een ongeluk.,3481
Het gaat prima.,3480
Door wie?,3480
Ik ben moe.,3479
Zeker niet.,3477
Ik doe m'n best.,3477
"Kom op, we gaan.",3476
Zes.,3474
Het komt allemaal goed.,3470
Kalmeer.,3467
Tony.,3467
Ik heb iets voor je.,3456
Wat is er dan?,3456
Wat heb je daar?,3452
Ik heb hulp nodig.,3451
Wat bedoelt u?,3448
Aah!,3445
Je moet gaan.,3440
Blijf liggen.,3424
Hartelijk bedankt.,3420
Ik ben er klaar voor.,3410
Kan me niet schelen.,3409
Helemaal.,3408
Vertel op.,3403
Mag ik even?,3394
Man.,3394
Ben jij dat?,3394
Is dat goed?,3392
Geen paniek.,3384
Niet hier.,3383
Het is belangrijk.,3377
Ziezo.,3376
Zomaar.,3370
Dat klinkt goed.,3368
O.,3362
Ga naar binnen.,3362
Open de deur.,3354
Ik moet met je praten.,3352
"Ja, zeker.",3349
Yep.,3341
Goeiemorgen.,3338
Ik zie het.,3333
Dat weten we niet.,3332
Zij.,3328
Uh...,3324
Waar is iedereen?,3320
Langzaam.,3320
Waarschijnlijk.,3318
Blijf.,3313
Hoorde je dat?,3313
Mee eens.,3312
Ik weet het zeker.,3309
James.,3306
Die kant op.,3305
Anna.,3296
Ze...,3294
Hoe wist je dat?,3287
Hè?,3284
Maak je een grapje?,3274
Zitten.,3271
Maar natuurlijk.,3264
Gaat het met je?,3263
Ik dacht het niet.,3258
Wat nog meer?,3256
Vandaag.,3256
Dat zie ik.,3253
Hoe gaat het met hem?,3251
En jij dan?,3250
Mooi niet.,3238
Doe dat niet.,3235
Wat moet je?,3223
"Een, twee, drie.",3222
Dit is...,3219
Het is mijn schuld.,3216
Ik heb niets gedaan.,3214
Wij allemaal.,3205
Daar is ie.,3200
Blijf bij me.,3195
Iets?,3187
Ik kom terug.,3184
Jimmy.,3182
Het is niets.,3180
Is alles goed met je?,3176
Omdat...,3175
Hier ben ik.,3172
Ik ga weg.,3171
Whoa!,3167
Een.,3167
Hoe bedoelt u?,3166
Ma.,3162
Waarom deed je dat?,3162
Jake.,3162
Ik moet...,3161
Voor altijd.,3152
Wat doe je nu?,3151
Het spijt me heel erg.,3150
Mevr.,3147
Volg me.,3140
Claire.,3132
Waar kijk je naar?,3129
Maak open.,3129
Laat haar met rust.,3123
Naar huis.,3123
Nu niet.,3120
Het is gelukt.,3115
Jim.,3114
Sta stil.,3113
Mij best.,3109
Dat is grappig.,3103
Je ziet er geweldig uit.,3102
"Oké, bedankt.",3101
Kijk naar me.,3096
Blijf waar je bent.,3094
Ze is weg.,3094
Ren!,3092
Attentie.,3086
Ik weet het niet zeker.,3083
Is er iets mis?,3079
Naar buiten.,3074
Goed nieuws.,3072
Zeven.,3071
Ook goed.,3069
Wat nu weer?,3068
Wat een verrassing.,3068
Ik kom er zo aan.,3064
Wil je dat?,3056
Dat is vreemd.,3053
Nick.,3052
Geeft niks.,3051
Hoe oud ben je?,3046
Waar wacht je op?,3045
Wat is je naam?,3040
Gewoon...,3038
Aan het werk.,3032
Kate.,3030
Geef me je hand.,3029
Komt voor elkaar.,3027
Is er een probleem?,3026
"Ja, dat ben ik.",3025
Hoe lang?,3024
Een wat?,3024
Hou daarmee op.,3023
Dat geloof ik niet.,3020
Daar gaat het niet om.,3016
Het is geweldig.,3015
Grijp hem.,3015
Vrolijk kerstfeest.,3012
Ooh!,3011
Hartelijk dank.,3005
Ik ben weg.,3004
Wat is er met hem?,3002
Even kijken.,2998
Trekken.,2998
Wat wilt u?,2993
Ik geloof je.,2986
Waar is ie?,2986
Ik zei het toch.,2983
Je bent ontslagen.,2982
Weg hier.,2980
Welkom thuis.,2976
Dat spijt me.,2976
Omhoog.,2973
Het zal wel.,2973
En dit?,2969
Dood hem.,2965
Slaap lekker.,2963
Kom met me mee.,2963
Hoeft niet.,2962
Ik zal er zijn.,2962
Waar gaat dit over?,2959
Kolonel.,2959
Is goed.,2958
Je moet me helpen.,2957
Moment.,2957
Laten we beginnen.,2956
Ik wil niet.,2955
Gevonden.,2953
Het is gewoon...,2949
Ik moet ophangen.,2946
Fout.,2945
Dat kan ik niet doen.,2943
Walter.,2942
Mijn vader.,2940
Ben je zeker?,2937
"Juist, ja.",2927
Wat heb jij?,2926
"Ja, bedankt.",2925
Dat was geweldig.,2925
Er is iets mis.,2923
Klote.,2921
Meester.,2915
Mmm.,2915
Waarvan?,2914
Ik ben trots op je.,2913
Ik vermoord je.,2911
Harder.,2906
Ik moet je iets vertellen.,2902
Is hij dood?,2901
Dames.,2894
Goffini,2888
Luitenant.,2887
Mij ook.,2887
Ophouden.,2886
Wat moet ik zeggen?,2885
Wat ben je van plan?,2884
"Kom op, kom op.",2881
Dat kan.,2881
Vrienden.,2878
Ik ga niet.,2876
Aanvallen.,2874
Vind je?,2868
Dat is ook zo.,2866
Ben je daar?,2864
DevilsBackbone,2859
Waar denk je aan?,2856
Wat doet hij hier?,2850
Ik mis je.,2850
Zou kunnen.,2849
Hoe heet jij?,2848
Relax.,2848
Mm-hmm.,2845
Sinds wanneer?,2844
Mag ik je iets vragen?,2842
Wat zei ze?,2840
We gaan naar huis.,2839
Kijk naar mij.,2832
Niet zo snel.,2831
Vertel het me.,2829
Rachel.,2828
Ben je bang?,2825
Ik dacht...,2824
Ik bel je terug.,2821
Wat is dit allemaal?,2820
Wat is daarmee?,2813
Tommy.,2804
Dat bedoel ik.,2801
Wat is er met je?,2800
"Dank u, meneer.",2797
"Goed, goed.",2794
Al goed.,2792
Dat is fantastisch.,2789
Niet dat ik weet.,2784
Heb je het?,2782
En ik dan?,2778
Wat kan ik doen?,2774
Will.,2774
Dat is niet goed.,2768
Eerlijk?,2767
Daar ga je.,2766
Dat betwijfel ik.,2762
Ik weet niet wat ik moet doen.,2762
Niet helemaal.,2760
Daar gaan we dan.,2760
We hebben hem.,2757
Ik zou het niet weten.,2755
Hoe moet ik dat weten?,2755
Weet je dat?,2750
Eten.,2749
Wat is er met jou gebeurd?,2748
Ze komen eraan.,2748
Opnieuw.,2744
Ik moet ervandoor.,2744
Walgelijk.,2742
Ik ken jou.,2737
Hij liegt.,2735
Ik heb 'm.,2733
Nog iets?,2732
"Ja, dat is het.",2728
Wie zijn dat?,2725
Zie je dit?,2723
Dames en heren.,2723
Dat is lang geleden.,2722
Dat zei ik niet.,2721
Mm.,2720
Kan niet.,2720
Sergeant.,2720
Hoezo niet?,2719
Waar zit je?,2718
Ga uw gang.,2718
Thuis.,2718
Wil je iets drinken?,2717
Ben je gewond?,2717
Mijn fout.,2715
Hij leeft nog.,2713
Dat is juist.,2713
Problemen?,2711
Ik denk...,2710
Ik ben zwanger.,2707
Correct.,2700
Dat doet er niet toe.,2692
Mary.,2691
Wat denk je ervan?,2691
Ik moet je spreken.,2689
Ik ben niet bang.,2686
Van mij.,2685
Dat waardeer ik.,2685
Kun je me horen?,2684
Danny.,2682
Ik geloof het niet.,2681
Daarom ben ik hier.,2681
Komt eraan.,2681
Ik regel het wel.,2680
Dat is jammer.,2679
Chris.,2675
Goed je te zien.,2675
Dat heb ik gedaan.,2673
Bobby.,2672
Waarom zou ik dat doen?,2667
Wat is er gaande?,2665
Generaal.,2654
Hoe gaat het met jou?,2653
Ik weet het niet meer.,2649
Taxi.,2647
Laten we het doen.,2640
Waarom denk je dat?,2639
Ik ben onder de indruk.,2639
Jij bent het.,2634
Ga niet weg.,2629
Wat doet u?,2629
Dat weet ik nog niet.,2629
Majesteit.,2628
Mijn zoon.,2625
Ze zijn weg.,2622
Schiet.,2620
Acht.,2619
Leuk je te zien.,2617
Wist je dat?,2616
Wat doet u hier?,2614
Verdwijn.,2613
We moeten iets doen.,2613
Proficiat.,2613
Ja meneer.,2612
Denk na.,2611
Wat doe je daar?,2609
Min of meer.,2608
Hoe gaat het met haar?,2605
Wat ga je nu doen?,2604
Ik ga al.,2600
Doen we.,2599
Net als jij.,2598
Het is niet eerlijk.,2597
Wat leuk.,2596
Nooit meer.,2596
Ray.,2590
Waar ga jij heen?,2584
Ik wil...,2583
Je moet.,2576
Ik ben niet gek.,2575
Hoe gaat het ermee?,2573
Wat zijn dat?,2571
Ik kan dit niet.,2571
